"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.5468155852574e-66,6.706457331985,0.9,0.083,7.61785051401585e-62,"0","CCL5"
6.98178366319142e-45,7.46049122748747,0.676,0.024,1.49954749518025e-40,"0","GZMA"
1.27515817650262e-43,6.46566768835777,0.695,0.068,2.73878473149232e-39,"0","NKG7"
1.7128399856762e-40,3.75396744039293,0.734,0.117,3.67883772123534e-36,"0","CST7"
8.56059367993295e-35,6.49265844846517,0.568,0.024,1.838644310576e-30,"0","GZMH"
4.05998303095572e-32,1.79709887779315,0.846,0.312,8.72003155388669e-28,"0","IL32"
1.17356438144276e-29,7.22090155894494,0.486,0.01,2.52058157846275e-25,"0","KLRK1"
1.38874558048162e-29,1.68102024990519,0.888,0.488,2.98274775775842e-25,"0","PTPRC"
2.02236515241849e-29,5.3160895787165,0.517,0.034,4.34363587436443e-25,"0","CTSW"
3.91299234874017e-28,1.21548443763126,1,0.956,8.40432496662414e-24,"0","TMSB4X"
4.99203959767159e-26,0.976825258516713,1,0.99,1.0721902647879e-21,"0","B2M"
5.4465748264882e-26,2.11126845017868,0.761,0.332,1.16981534123314e-21,"0","CD52"
5.63984330856894e-26,2.16581401819432,0.722,0.229,1.21132554581444e-21,"0","CD3D"
3.16247329323763e-25,2.36255875858077,0.699,0.298,6.79236013921577e-21,"0","PLAAT4"
3.97391539313946e-25,2.08741685340743,0.741,0.327,8.53517548138492e-21,"0","HCST"
4.47697758577024e-25,1.79973423753729,0.741,0.234,9.61565245871732e-21,"0","CD2"
1.16350987764483e-24,7.92753334136051,0.413,0.005,2.49898651520556e-20,"0","KLRD1"
5.02792141518437e-24,3.21525247919628,0.552,0.132,1.0798969615533e-19,"0","RUNX3"
6.18115426667392e-24,0.991399178891957,0.992,0.854,1.32758831339622e-19,"0","HLA-B"
7.21416328993459e-24,5.44998198038371,0.436,0.029,1.54945799141215e-19,"0","CD8A"
8.90024189289957e-24,1.74051720305582,0.788,0.4,1.91159395375697e-19,"0","LCP1"
4.20420209690226e-23,3.39961952356368,0.606,0.176,9.02978526372667e-19,"0","CCL4"
5.6905679688358e-23,1.87064860578256,0.676,0.2,1.22222018834655e-18,"0","CD7"
9.81929307420188e-23,4.90095698039171,0.456,0.049,2.10898776647708e-18,"0","IFNG"
1.02649454569762e-22,3.17608200565998,0.541,0.127,2.20470498524936e-18,"0","APOBEC3G"
1.0393597625034e-22,1.116582991395,0.919,0.722,2.2323368979048e-18,"0","SH3BGRL3"
1.84474985600808e-22,3.40168745606385,0.444,0.034,3.96215374073416e-18,"0","GZMK"
1.94098539260804e-21,3.13804256453948,0.514,0.122,4.16884842624356e-17,"0","PTPN22"
2.67091322742252e-21,1.67907591554482,0.757,0.424,5.7365874298581e-17,"0","IFITM2"
3.78827539654931e-21,1.90796958769836,0.649,0.205,8.1364578967086e-17,"0","CD3E"
3.22840816897411e-20,2.17603391776749,0.618,0.244,6.9339750653226e-16,"0","EVL"
3.41952247061375e-20,1.81271024937007,0.664,0.259,7.34445036238421e-16,"0","ETS1"
3.79500391850739e-20,4.14092896253124,0.375,0.015,8.15090941617017e-16,"0","PRF1"
4.319828308111e-20,0.953163909008178,0.961,0.8,9.27812724016082e-16,"0","HLA-C"
5.83415972004764e-20,2.69951778504908,0.568,0.19,1.25306082467183e-15,"0","PIK3R1"
3.06472543847077e-19,2.38465844115852,0.568,0.18,6.58241729674753e-15,"0","CD3G"
3.4736965661987e-19,2.24191089365305,0.699,0.361,7.46080548488157e-15,"0","CD69"
3.74247886360019e-19,1.42652122802115,0.602,0.21,8.03809610324048e-15,"0","GZMB"
4.07611898128399e-19,1.61204914007857,0.71,0.249,8.75468834800175e-15,"0","TRBC2"
4.40713132279398e-19,3.93450958282452,0.421,0.068,9.46563665509691e-15,"0","PARP8"
6.86841076244176e-19,8.39677082328286,0.32,0,1.47519726355724e-14,"0","ITGA1"
1.27448232635187e-18,0.985197457498748,0.931,0.688,2.73733314053856e-14,"0","HLA-E"
1.30077462470089e-18,1.81899983513501,0.645,0.293,2.79380373893258e-14,"0","CD48"
5.7124883548062e-18,2.02618996819975,0.737,0.488,1.22692824884528e-13,"0","CLEC2B"
7.48369221900814e-18,7.4072364969869,0.313,0.005,1.60734741479857e-13,"0","LINC02446"
1.93853306193753e-17,2.51551889180555,0.467,0.098,4.16358131042944e-13,"0","TRBC1"
3.60399812482204e-17,1.63625749615092,0.707,0.385,7.74066717249277e-13,"0","SAMSN1"
4.95121257145615e-17,1.97434899700914,0.568,0.195,1.06342143609735e-12,"0","CLEC2D"
6.72933433831318e-17,3.3122002886871,0.375,0.049,1.4453264291829e-12,"0","IL2RB"
1.20976393095867e-16,1.39012963881649,0.749,0.449,2.59833097091302e-12,"0","ARHGDIB"
1.52369144684722e-16,1.7061896431631,0.629,0.302,3.27258448953847e-12,"0","CORO1A"
2.2293231763569e-16,0.816173094127612,0.973,0.829,4.78814031817934e-12,"0","HLA-A"
2.53232015600944e-16,1.47612555523726,0.737,0.532,5.43891723107707e-12,"0","SEPTIN7"
4.95413264435522e-16,1.82022925686395,0.622,0.327,1.06404860935461e-11,"0","CDC42SE2"
9.54140750051766e-16,8.45397731174847,0.27,0,2.04930350296118e-11,"0","TRGC2"
1.17791860502874e-15,1.30482083980529,0.799,0.522,2.52993357988072e-11,"0","CXCR4"
1.56840472716702e-15,0.937176081440283,0.799,0.449,3.36861967300932e-11,"0","S100A4"
2.41672672007227e-15,3.83048742988889,0.336,0.039,5.19064564937123e-11,"0","LINC01871"
2.89742038665203e-15,0.750373204444447,0.969,0.902,6.22307950645122e-11,"0","DDX5"
2.92672132504907e-15,2.49765507013964,0.625,0.4,6.2860120619404e-11,"0","TUBA4A"
2.95232934601333e-15,2.83913550564875,0.429,0.117,6.34101296936743e-11,"0","SYTL3"
3.20351148742898e-15,2.30395174195273,0.463,0.132,6.88050197269996e-11,"0","CD96"
4.94327899308904e-15,1.35326449969046,0.676,0.337,1.06171746213566e-10,"0","STK17A"
6.26256412538321e-15,6.53868223269965,0.274,0.01,1.34507352284981e-10,"0","CD8B"
8.39516185359388e-15,1.96722122987192,0.529,0.19,1.80311286291489e-10,"0","FYN"
9.08203363968628e-15,0.591345490888798,0.992,0.966,1.95063918513182e-10,"0","RPS29"
2.20025999616666e-14,1.5254267282558,0.722,0.483,4.72571841976676e-10,"0","TNFAIP3"
2.48601868277792e-14,7.98367538540948,0.328,0.054,5.33947092687043e-10,"0","GNLY"
2.49458340434833e-14,0.563170948473487,0.985,0.976,5.35786623585934e-10,"0","RPS15A"
3.67597403550246e-14,2.18982665319019,0.494,0.195,7.89525703345218e-10,"0","ACAP1"
6.80606550305156e-14,1.23997194381102,0.803,0.659,1.46180674874541e-09,"0","ZFP36L2"
6.84807641256391e-14,0.818025117824232,0.896,0.746,1.47082985189048e-09,"0","VIM"
1.04169610329629e-13,0.763942257238414,0.973,0.893,2.23735489065978e-09,"0","BTG1"
1.17372169455024e-13,6.72141290457342,0.255,0.01,2.520919455555e-09,"0","XCL2"
2.1395052433124e-13,1.74396502222801,0.591,0.312,4.59522936158637e-09,"0","RAC2"
2.186392200903e-13,2.26247451781144,0.402,0.102,4.69593316909947e-09,"0","GZMM"
4.67044476734941e-13,0.570418590086128,0.988,0.961,1.00311812713131e-08,"0","ACTB"
5.07240936347329e-13,1.17177577493611,0.849,0.702,1.08945208308679e-08,"0","CRIP1"
5.26522475556099e-13,1.16484463225675,0.795,0.649,1.13086497299939e-08,"0","MYL12A"
6.06754154503053e-13,0.546465477897219,0.996,0.99,1.30318657304166e-08,"0","RPL10"
6.84027379184614e-13,1.69447637572847,0.618,0.356,1.46915400501271e-08,"0","PSMB9"
1.09308727325067e-12,1.87598677388278,0.498,0.19,2.3477328454878e-08,"0","BCL11B"
1.32734212753224e-12,3.43980902476857,0.309,0.054,2.85086542151374e-08,"0","LAG3"
1.46678826763348e-12,5.04226359701566,0.255,0.02,3.15036784122318e-08,"0","OASL"
1.99680876363985e-12,2.0322090492472,0.459,0.171,4.28874586254567e-08,"0","GNG2"
3.58266653727649e-12,1.50559149873806,0.649,0.439,7.69485118876245e-08,"0","PPP2R5C"
4.68357780914426e-12,1.92169830426512,0.471,0.2,1.005938841848e-07,"0","EMB"
6.21222981121437e-12,1.00550879426996,0.819,0.673,1.33426271885262e-07,"0","SRSF5"
6.25551217127093e-12,1.06156863260611,0.958,0.922,1.34355890414557e-07,"0","DNAJB1"
6.47448734318772e-12,2.35976104290907,0.425,0.166,1.39059039156986e-07,"0","IKZF3"
7.09942069875213e-12,1.72558415734946,0.548,0.293,1.52481357767798e-07,"0","IL2RG"
8.07652805378746e-12,1.16730144794131,0.718,0.522,1.73467669539247e-07,"0","MBNL1"
9.15255916594e-12,1.89803003181512,0.463,0.176,1.96578665766059e-07,"0","DOK2"
1.37574233724217e-11,0.478991114223505,0.996,0.985,2.95481939192873e-07,"0","TPT1"
2.490638812218e-11,2.41489195777476,0.375,0.122,5.34939404088183e-07,"0","LCK"
2.61527312118995e-11,0.8665926133974,0.861,0.712,5.61708360969177e-07,"0","PFN1"
3.51677448723181e-11,1.56002214267869,0.548,0.293,7.55332824367649e-07,"0","RESF1"
7.41359382652908e-11,1.33044338882088,0.656,0.439,1.59229168206192e-06,"0","STK17B"
7.9583980622826e-11,1.00790952412828,0.768,0.59,1.70930473581706e-06,"0","SARAF"
9.52629263556218e-11,0.675751266831492,0.907,0.829,2.04605713226604e-06,"0","CALM1"
9.70582459017958e-11,1.35755704619014,0.622,0.415,2.08461700547877e-06,"0","RNF213"
1.03229441703822e-10,1.14384650989729,0.602,0.322,2.21716194891469e-06,"0","CNOT6L"
1.17465604048045e-10,1.14227021513661,0.664,0.473,2.52292624374391e-06,"0","CD99"
1.34368624239214e-10,2.08405936568041,0.436,0.195,2.88596931140984e-06,"0","IKZF1"
1.52517025608363e-10,2.93572763892752,0.317,0.088,3.27576067601642e-06,"0","GPR174"
2.0835055669233e-10,1.37043112303793,0.695,0.512,4.47495325663787e-06,"0","DUSP2"
2.22075178053257e-10,1.14569425278305,0.633,0.351,4.76973067422785e-06,"0","COTL1"
2.52458020507506e-10,0.802729058745425,0.838,0.751,5.4222933644602e-06,"0","PNRC1"
2.65743930553397e-10,1.34822772667322,0.676,0.478,5.70764814042587e-06,"0","RGCC"
2.709871612772e-10,1.46617750009695,0.568,0.356,5.82026224991171e-06,"0","SMCHD1"
2.86634908946243e-10,1.41244054989532,0.494,0.22,6.1563445743474e-06,"0","TRAC"
3.06821910746578e-10,1.17593853872831,0.718,0.507,6.589920999015e-06,"0","TXNIP"
3.3493429024311e-10,0.76141674639224,0.931,0.907,7.19371868584151e-06,"0","HSPA8"
3.50921732807077e-10,1.68955712750119,0.486,0.259,7.53709697723041e-06,"0","PCED1B-AS1"
4.18261786462035e-10,0.877262360595286,0.946,0.951,8.98342664963159e-06,"0","HSP90AB1"
4.76289038630982e-10,1.95290364997425,0.359,0.112,1.02297359717162e-05,"0","HOPX"
5.42381135618877e-10,0.626111503992676,0.969,0.917,1.16492620308222e-05,"0","UBB"
5.54186885888187e-10,0.964321287840464,0.73,0.566,1.19028259351065e-05,"0","PSME1"
6.4925516771114e-10,0.567999007339425,0.981,0.976,1.39447024920999e-05,"0","MT-ATP6"
6.73822154277156e-10,0.898077622596194,0.911,0.922,1.44723522295648e-05,"0","HSPE1"
8.85977258819838e-10,0.868782535252903,0.799,0.668,1.90290195649325e-05,"0","MYL12B"
9.06305587074943e-10,0.477127928716278,0.965,0.966,1.94656313991956e-05,"0","FAU"
1.03013164701991e-09,2.3919143515124,0.255,0.044,2.21251675146937e-05,"0","RNF125"
1.05968091149853e-09,2.8438901755231,0.367,0.146,2.27598266171654e-05,"0","GBP5"
1.14025697579761e-09,2.91071217803646,0.274,0.063,2.44904393261811e-05,"0","LYAR"
1.41942153131308e-09,1.45426301921722,0.691,0.522,3.04863356495423e-05,"0","ANXA1"
2.04465192569848e-09,1.91283932450905,0.378,0.151,4.39150340601519e-05,"0","CCSER2"
2.2591096815513e-09,0.510737626701537,0.973,0.956,4.85211577403588e-05,"0","RPS3"
3.52653938397467e-09,1.66217647630169,0.375,0.141,7.5743012889008e-05,"0","STOM"
3.66375256962251e-09,1.76615009865222,0.448,0.239,7.86900776903523e-05,"0","C9orf78"
4.21008676676935e-09,1.68851538167185,0.448,0.22,9.04242435766722e-05,"0","CCND2"
4.50106261243295e-09,0.575848774001008,0.977,0.966,9.66738227898349e-05,"0","H3F3B"
5.17875935980303e-09,2.25051669401705,0.324,0.102,0.000111229393529849,"0","GIMAP7"
6.12427888646468e-09,1.50182659078742,0.529,0.327,0.000131537261923488,"0","CKLF"
6.34553150502384e-09,1.60876488234135,0.39,0.151,0.000136289325664902,"0","CD247"
6.4666958596264e-09,0.40512480831464,0.915,0.673,0.000138891693673056,"0","SRGN"
6.92349803605494e-09,2.19515244018689,0.297,0.088,0.000148702890818388,"0","SH2D2A"
6.9984059992139e-09,0.631585950694475,0.934,0.946,0.000150311764051116,"0","JUND"
7.35168051408562e-09,0.528087149128683,0.938,0.854,0.000157899394081531,"0","RPSA"
8.70688209476338e-09,1.10599931384213,0.649,0.488,0.000187006413631328,"0","JAK1"
1.19569853521655e-08,1.23150438445003,0.541,0.322,0.000256812131393812,"0","LEPROTL1"
1.45585120990319e-08,0.901767954849679,0.571,0.298,0.000312687722863008,"0","FYB1"
1.96269042395315e-08,0.472733490674586,0.969,0.902,0.000421546649256657,"0","RPS25"
3.20188709511613e-08,0.897569202079541,0.726,0.629,0.000687701310289043,"0","LDHA"
3.95023921877888e-08,1.73186794062422,0.432,0.244,0.000848432379409327,"0","ADGRE5"
3.96840578603591e-08,1.08315751113225,0.494,0.239,0.000852334194724792,"0","ITM2A"
4.04637856229552e-08,0.957710779365796,0.544,0.332,0.000869081187609831,"0","LITAF"
5.04115601728015e-08,0.432402775260123,0.988,0.941,0.00108273948939143,"0","RPS14"
5.53418210725917e-08,0.990741856055333,0.703,0.58,0.00118863163299713,"0","YPEL5"
6.26411466067099e-08,0.385375494091909,0.954,0.941,0.00134540654681892,"0","RPS4X"
6.51226585779129e-08,1.65742922504448,0.44,0.259,0.00139870446093641,"0","ABHD17A"
6.91010054840161e-08,0.660305979829262,0.888,0.8,0.0014841513957857,"0","CFL1"
8.85543897759293e-08,2.25547671203523,0.29,0.098,0.00190197118360741,"0","TBC1D10C"
9.11516986867491e-08,1.53906937295493,0.444,0.244,0.001957756184394,"0","PDE4D"
9.20210784580347e-08,1.20844916171627,0.552,0.356,0.00197642872312167,"0","HLA-F"
1.11265421684677e-07,0.684107928188654,0.807,0.717,0.00238975872694349,"0","ITM2B"
1.1490620957276e-07,0.415328314652609,0.981,0.937,0.00246795556920374,"0","RPL7A"
1.21000986105593e-07,1.64908025937806,0.39,0.19,0.00259885917957592,"0","ARHGEF1"
1.21640871902505e-07,1.65445172012181,0.463,0.283,0.00261260264672201,"0","METRNL"
1.22081954752853e-07,0.989069783512675,0.606,0.449,0.00262207622418178,"0","ISG20"
1.24412881212749e-07,1.42560653330068,0.51,0.332,0.00267213986268742,"0","WIPF1"
1.37777189981623e-07,0.861184585518746,0.741,0.654,0.00295917848642529,"0","SON"
1.37993679061231e-07,1.6454940613504,0.471,0.302,0.00296382823887712,"0","GLIPR1"
1.41700115112851e-07,0.749066690250436,0.78,0.668,0.00304343507239382,"0","TSC22D3"
1.62167427932238e-07,1.10890375039717,0.564,0.405,0.0034830320171286,"0","ARF6"
1.67165029695896e-07,2.03301660171791,0.255,0.073,0.00359037050780846,"0","OXNAD1"
1.71294938065979e-07,0.331996946042923,1,0.98,0.0036790726797811,"0","RPS27"
1.80112353249101e-07,1.53119530579902,0.413,0.224,0.00386845312308418,"0","BUB3"
2.0238800793718e-07,1.01389198368714,0.556,0.332,0.00434688963447476,"0","SLC2A3"
2.09287094961215e-07,1.81090133050825,0.313,0.122,0.00449506822557697,"0","RAB27A"
2.11545129391645e-07,2.04727611423067,0.328,0.137,0.00454356628907374,"0","GPRIN3"
2.27631201449233e-07,1.28942180829716,0.429,0.224,0.00488906294472662,"0","ITGA4"
2.31176729860071e-07,1.80784903648665,0.29,0.102,0.00496521380393462,"0","C12orf75"
2.41291131158824e-07,0.997522926606482,0.537,0.337,0.00518245091502922,"0","PDCD4"
2.60268454312272e-07,1.58457426543059,0.448,0.283,0.00559004586171898,"0","TGFB1"
2.68481728011565e-07,0.981943925045234,0.595,0.41,0.00576645055423239,"0","GMFG"
2.68481750552901e-07,0.413486690084616,0.961,0.941,0.0057664510383752,"0","RPL14"
2.80698239383028e-07,0.727913196882754,0.849,0.8,0.00602883678546867,"0","DNAJA1"
3.20172356433227e-07,0.777288883007882,0.795,0.741,0.00687666187147284,"0","ARPC2"
3.37904285371806e-07,0.897384610606429,0.761,0.659,0.00725750824121564,"0","DUSP1"
3.7690425694538e-07,1.13248973768223,0.61,0.498,0.00809514963067286,"0","RBM3"
3.81966465622629e-07,0.566348396670087,0.857,0.776,0.00820387574864282,"0","RPL36AL"
4.36442169793614e-07,0.398176841545607,0.969,0.927,0.00937390492282723,"0","RPL26"
4.53564241389985e-07,2.26044208917967,0.251,0.078,0.0097416527765741,"0","PYHIN1"
5.16499961505469e-07,1.76713354622149,0.363,0.18,0.0110933861732145,"0","ARAP2"
5.56797159566505e-07,1.77396999165356,0.332,0.141,0.0119588893931694,"0","CBLB"
6.44081512638604e-07,0.846904287327485,0.695,0.644,0.0138335827284519,"0","SUMO2"
7.04015140103097e-07,1.19543514651818,0.425,0.21,0.0151208371791343,"0","SPOCK2"
7.07864716901951e-07,1.96144420199516,0.344,0.171,0.0152035183896201,"0","AC044849.1"
7.90683109728304e-07,0.377183446727164,0.934,0.898,0.0169822918307445,"0","HMGB1"
8.96050439366333e-07,1.71213412384052,0.297,0.127,0.0192453713367101,"0","TGFBR2"
9.89337042726084e-07,0.704574478473248,0.707,0.6,0.0212489810036708,"0","CIRBP"
1.06550684587648e-06,0.294111131912075,0.996,0.971,0.0228849560357351,"0","EEF1A1"
1.07480110527827e-06,1.19836160063917,0.521,0.38,0.0230845781391667,"0","CD53"
1.08836777067837e-06,0.834612428273163,0.537,0.356,0.0233759629786301,"0","CYTIP"
1.12059245930039e-06,1.96931251667744,0.375,0.21,0.0240680848408539,"0","CELF2"
1.22854919454752e-06,1.4722817602181,0.328,0.141,0.0263867796004915,"0","BICDL1"
1.28600865942221e-06,1.09213262627162,0.537,0.4,0.0276208939870703,"0","IDS"
1.31369028560943e-06,0.351884242998975,0.992,0.961,0.0282154399543193,"0","RPL23A"
1.34467120686122e-06,1.46661196932441,0.378,0.19,0.0288808481809652,"0","CEMIP2"
1.40278507754497e-06,0.89010635703668,0.637,0.493,0.0301290178955109,"0","CYTOR"
1.59262606564151e-06,0.935659987906201,0.595,0.473,0.0342064226378484,"0","ELF1"
1.65435835897553e-06,1.48574970673028,0.425,0.268,0.0355323088340765,"0","MSN"
1.67040853830793e-06,1.77994147707754,0.347,0.176,0.0358770345857778,"0","RALGAPA1"
1.77571337007871e-06,1.21079564561849,0.552,0.42,0.0381387717625505,"0","LY6E"
1.85307479640613e-06,1.64742965738214,0.266,0.098,0.0398003404772108,"0","IFITM1"
2.05130926082373e-06,1.0632454497295,0.537,0.371,0.0440580203039721,"0","FNBP1"
2.11989871130992e-06,2.61240873380738,0.255,0.102,0.0455311845215145,"0","ARHGAP9"
2.37274583954877e-06,0.951875312222861,0.606,0.502,0.0509618351418285,"0","CD81"
2.52747996803474e-06,0.329999376657732,0.985,0.976,0.0542852147534503,"0","PTMA"
2.57361470732727e-06,1.40838407132927,0.494,0.361,0.0552760966839752,"0","CAPZA1"
2.63012198700572e-06,1.5267449222864,0.355,0.176,0.0564897600369088,"0","PIK3IP1"
2.72760190463308e-06,0.312519340337536,0.977,0.941,0.0585834337077093,"0","RPL3"
3.11252602661194e-06,1.86789654384093,0.344,0.19,0.0668508339995713,"0","EVI2A"
3.15658725799493e-06,1.75780991705299,0.34,0.18,0.0677971811272151,"0","PTPN7"
3.55319473484313e-06,1.33057717677746,0.266,0.093,0.0763155165149608,"0","PDE3B"
3.89492125743105e-06,0.763135754674306,0.637,0.454,0.0836551187671041,"0","CREM"
4.07848314332927e-06,0.546155422024245,0.849,0.751,0.087597660952426,"0","BTF3"
4.25012627219126e-06,1.13420378125201,0.514,0.366,0.0912842120741239,"0","ARL6IP5"
4.29380989144177e-06,0.465205732997347,0.857,0.795,0.0922224488483863,"0","NPM1"
5.05252875635029e-06,1.86658643282812,0.305,0.146,0.108518212628892,"0","SAMD9"
5.27903549333715e-06,1.48621163865309,0.263,0.098,0.113383124325895,"0","TRAT1"
5.36871582076492e-06,0.33062441020879,0.958,0.893,0.115309278398389,"0","RPS13"
5.4244281035233e-06,2.29940372786882,0.251,0.102,0.116505866807474,"0","AKNA"
5.58834671232653e-06,0.758336159554179,0.707,0.615,0.120026510687349,"0","CLIC1"
5.84089404082687e-06,0.836293219068348,0.695,0.668,0.125450722208879,"0","CACYBP"
5.95865720995609e-06,1.44333563368537,0.347,0.18,0.127980039555437,"0","N4BP1"
6.32775441884395e-06,0.720118962628859,0.73,0.673,0.13590750940793,"0","GPBP1"
6.49200415633061e-06,0.869989272427013,0.618,0.498,0.139435265269669,"0","CIB1"
7.00803121948233e-06,1.03631091649695,0.544,0.38,0.150518494532042,"0","ARL4C"
7.28216717469231e-06,1.43557810573007,0.344,0.18,0.156406386578041,"0","CASP8"
8.88771602248787e-06,1.27906833635092,0.301,0.132,0.190890364730994,"0","SH2D1A"
9.27757455716664e-06,1.78156960304753,0.332,0.171,0.199263746338825,"0","PAG1"
9.40999034954347e-06,0.34199239140454,0.973,0.941,0.202107772727495,"0","UBA52"
9.83777889492032e-06,1.02129556603217,0.571,0.468,0.211295815105099,"0","RAP1B"
1.11094853935764e-05,1.12564282929511,0.564,0.468,0.238609527283233,"0","PPP1R2"
1.12616898449521e-05,0.735765517435697,0.718,0.712,0.241878574489882,"0","HNRNPDL"
1.13756914526577e-05,0.627871717562764,0.583,0.376,0.244327101020181,"0","ZNF331"
1.13803379260998e-05,1.42830269750176,0.425,0.278,0.244426897976771,"0","PAXX"
1.18617242012945e-05,1.91253243002452,0.255,0.107,0.254766112395403,"0","ITGAL"
1.28206172339323e-05,1.13510063377489,0.533,0.434,0.275361216950398,"0","STK4"
1.28732499128152e-05,1.3565231288045,0.382,0.234,0.276491661627444,"0","SRI"
1.43144955910168e-05,1.62331418210649,0.351,0.21,0.30744673630386,"0","OTULIN"
1.45631660456368e-05,1.32643853627402,0.328,0.171,0.312787680328186,"0","STAT4"
1.48140050948067e-05,1.16891742083244,0.44,0.298,0.318175201426258,"0","SP100"
1.49614241111455e-05,1.12381306936072,0.568,0.444,0.321341467059183,"0","ISG15"
1.55792256707671e-05,1.77381684529665,0.301,0.156,0.334610608956737,"0","KIF2A"
1.65192947132377e-05,1.63970942638251,0.324,0.18,0.354801411850919,"0","SEMA4D"
1.67118140823323e-05,0.729683532602857,0.645,0.517,0.358936342860333,"0","LINC-PINT"
1.71731782842084e-05,1.72730689211417,0.336,0.19,0.368845523188227,"0","RAB8B"
1.71823805317393e-05,1.53485092855841,0.375,0.234,0.369043169060696,"0","SLA"
1.79417882240614e-05,1.66703137071815,0.282,0.132,0.385353727476391,"0","PIP4K2A"
1.80518372738766e-05,1.70849973900618,0.27,0.122,0.387717360968322,"0","PRKCH"
1.978280059875e-05,1.30507207143785,0.266,0.107,0.424894991259953,"0","PSTPIP1"
2.01534618760498e-05,0.613486462201785,0.992,0.985,0.432856054173797,"0","HSPA1A"
2.12119281435406e-05,0.32495750307891,0.985,0.951,0.455589792666965,"0","RPL21"
2.1734154427769e-05,0.473863534629333,0.873,0.859,0.466806168799622,"0","JUNB"
2.30792722741404e-05,1.09478303885314,0.429,0.268,0.495696609903988,"0","ZEB2"
2.5396938587432e-05,0.631527817604479,0.992,0.995,0.545475446980863,"0","HSP90AA1"
2.73008232421985e-05,1.78607919394038,0.251,0.107,0.58636708159594,"0","SYNE1"
2.78481737548225e-05,0.311046115873133,0.985,0.951,0.598123075906078,"0","RPL15"
2.92304345360958e-05,0.769340841768042,0.633,0.546,0.627811272966265,"0","YWHAB"
2.95529523400722e-05,0.608672480204677,0.753,0.688,0.634738310360071,"0","CDC42"
3.21463253873607e-05,1.75716855352533,0.259,0.117,0.690438776669733,"0","MIAT"
3.36663373026278e-05,1.96147804751931,0.263,0.127,0.723085592585841,"0","PPP1R18"
3.37242900086697e-05,0.87138499725363,0.436,0.268,0.724330300806208,"0","ITGB2"
3.45622892720199e-05,1.40728141731349,0.347,0.195,0.742328848984443,"0","GBP2"
3.47483627638778e-05,1.80663743103264,0.266,0.127,0.746325335442567,"0","RHOF"
3.58817634279755e-05,0.613361492993824,0.718,0.717,0.770668514906058,"0","HNRNPA3"
3.90386209658386e-05,1.43866702119709,0.34,0.195,0.83847150110428,"0","GGA2"
3.96218721265497e-05,0.689209551215401,0.699,0.605,0.850998569534034,"0","RPS4Y1"
4.03191321016002e-05,0.588187248788641,0.799,0.795,0.865974319278169,"0","SUB1"
4.14826016563613e-05,1.73606927248172,0.27,0.132,0.890963318375328,"0","TRAF3IP3"
4.49465065370474e-05,1.43606768907595,0.394,0.268,0.965361067402704,"0","CDKN1B"
4.59401731031175e-05,1.17803475122636,0.463,0.356,0.986703037908757,"0","EID1"
4.6397683924186e-05,1.11166045410076,0.517,0.385,0.996529455323666,"0","TSPYL2"
5.16805066594914e-05,0.806601586653595,0.506,0.341,1,"0","DUSP4"
5.35228952590559e-05,1.25102670709188,0.413,0.288,1,"0","LIMD2"
5.69607358188579e-05,1.13003835154404,0.475,0.371,1,"0","TMEM50A"
5.78543656412035e-05,0.957859541816526,0.514,0.39,1,"0","TAPBP"
5.80127356312265e-05,1.11953568430048,0.456,0.327,1,"0","MBP"
5.87809513675346e-05,0.631533231781282,0.483,0.312,1,"0","ALOX5AP"
6.12529750753795e-05,1.61970506579749,0.274,0.137,1,"0","EPS15"
6.12958493396971e-05,0.654050749964183,0.68,0.576,1,"0","RGS1"
7.47232861395677e-05,1.48896987942018,0.394,0.283,1,"0","JMJD6"
7.66623560240093e-05,0.540262676659414,0.799,0.8,1,"0","YWHAZ"
7.68787784887743e-05,1.43880666628891,0.328,0.19,1,"0","AC245297.3"
7.83868025575026e-05,1.78526172288094,0.297,0.171,1,"0","APBB1IP"
8.54142095838086e-05,0.879339193011787,0.479,0.356,1,"0","LSP1"
9.11786896155369e-05,1.29120331855132,0.351,0.205,1,"0","SLFN5"
9.2629519312203e-05,0.464032569876176,0.795,0.751,1,"0","CHCHD2"
9.52216627706383e-05,1.33961215649313,0.328,0.19,1,"0","RPS6KA3"
9.54000503983095e-05,1.61425888588848,0.282,0.151,1,"0","ORAI1"
9.85818953801525e-05,1.99203259489331,0.328,0.18,1,"0","MT1E"
9.98824349077676e-05,0.67915492420954,0.772,0.702,1,"0","KLF6"
0.000101098714532628,1.79489543436393,0.255,0.127,1,"0","PLEKHA2"
0.000101806296134495,0.860245838730516,0.649,0.62,1,"0","SELENOK"
0.000107607700775423,1.31967924375681,0.336,0.2,1,"0","SH3KBP1"
0.000113691330664258,1.01427742861814,0.494,0.38,1,"0","PAIP2"
0.000116538554191016,1.33925056456794,0.297,0.156,1,"0","SKAP1"
0.000116651525880544,0.674036237644647,0.741,0.766,1,"0","DNAJB6"
0.0001231888905,1.54502956530988,0.29,0.166,1,"0","COMMD7"
0.000125691484247427,0.452388868963534,0.811,0.761,1,"0","PPIA"
0.000125852068530521,0.298111146189104,0.988,0.971,1,"0","RPL17"
0.000137406501052143,1.82950835162139,0.324,0.205,1,"0","MYADM"
0.000147377156740442,1.44303035879174,0.382,0.273,1,"0","ARPC5L"
